City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
nyuksenitsa,100,RU,1558846328,94,60.41,44.24,12.86,3.95
fagernes,81,NO,1558846329,64,60.99,9.24,4.44,7.15
talara,43,PE,1558846329,86,-4.58,-81.27,20.76,7.79
moussoro,53,TD,1558846330,10,13.64,16.49,33.76,4.55
yar-sale,96,RU,1558846330,92,66.83,70.83,0.26,7.84
dingle,98,PH,1558846331,45,11.0,122.67,33.76,2.08
damietta,0,EG,1558846332,56,31.42,31.81,22.36,2.25
lukovetskiy,90,RU,1558846332,100,64.29,41.92,8.0,4.0
atlantic beach,1,US,1558846333,78,30.33,-81.4,26.67,3.1
nantucket,90,US,1558846201,62,41.28,-70.1,15.0,5.7
mwanza,40,TZ,1558846334,73,-2.52,32.9,21.0,5.7
arman,100,RU,1558846335,90,59.7,150.17,6.56,2.7
nishihara,0,JP,1558846336,45,35.74,139.53,37.78,6.7
souillac,90,FR,1558846336,100,45.6,-0.6,13.0,3.6
la primavera,0,AR,1558846337,70,-32.92,-68.67,7.0,1.5
tarakan,40,ID,1558846198,75,3.3,117.63,32.0,3.1
lucea,20,JM,1558846338,74,18.44,-78.17,27.0,1.5
kumba,99,CM,1558846338,88,4.64,9.44,25.26,0.79
kimry,59,RU,1558846121,76,56.88,37.35,16.56,1.91
batagay-alyta,73,RU,1558846339,89,67.8,130.41,2.16,1.1
westport,100,IE,1558846340,93,53.8,-9.52,12.22,1.34
izhma,80,RU,1558846340,38,65.01,53.91,9.46,4.34
thunder bay,5,CA,1558846341,81,48.41,-89.26,10.0,3.1
paamiut,99,GL,1558846341,80,61.99,-49.67,3.26,4.9
west helena,1,US,1558846342,61,34.55,-90.64,27.0,3.6
takanabe,75,JP,1558846343,69,32.13,131.49,26.0,5.7
kalmunai,4,LK,1558846343,56,7.42,81.82,33.06,2.33
mbandaka,81,CD,1558846344,85,0.05,18.26,24.36,1.37
galesong,20,ID,1558846344,66,-5.32,119.37,32.0,3.6
port augusta,90,AU,1558846345,48,-32.49,137.76,17.0,7.2
roros,100,NO,1558846345,79,62.57,11.38,2.0,4.6
half moon bay,90,US,1558846177,81,37.46,-122.43,14.44,4.6
leo,100,BF,1558846346,82,11.1,-2.1,26.16,1.45
evensk,100,RU,1558846347,68,61.92,159.24,7.46,2.5
chita,14,RU,1558846347,17,52.03,113.5,16.0,2.0
rumonge,99,BI,1558846348,62,-3.97,29.44,20.96,1.93
jerusalem,20,PS,1558846348,73,31.78,35.23,21.67,2.1
aranos,0,NA,1558846349,38,-24.14,19.11,14.26,4.33
erenhot,100,CN,1558846350,25,43.65,111.97,16.56,10.75
hay river,40,CA,1558846350,38,60.82,-115.79,4.0,3.6
nelson bay,69,AU,1558846351,31,-32.72,152.14,24.0,8.7
turayf,0,SA,1558846352,40,31.68,38.65,23.0,3.1
turukhansk,100,RU,1558846352,86,65.8,87.96,2.26,4.14
kushima,75,JP,1558846353,69,31.5,131.29,28.0,5.7
tarauaca,50,BR,1558846190,88,-8.16,-70.77,21.96,0.47
axim,100,GH,1558846354,87,4.87,-2.24,25.46,2.12
santa maria,87,BR,1558846355,94,-29.69,-53.81,10.96,2.05
coolum beach,32,AU,1558846355,74,-26.53,153.09,23.89,1.34
novoomskiy,75,RU,1558846356,33,54.84,73.3,8.0,6.0
saint-louis,20,CH,1558846357,100,47.59,7.56,11.67,0.92
thinadhoo,83,MV,1558846357,70,0.53,72.93,29.36,2.03
ternate,75,PH,1558846358,53,14.29,120.72,35.0,5.1
davila,40,PH,1558846358,70,18.47,120.58,31.0,2.6
paragould,1,US,1558846359,83,36.06,-90.5,26.11,2.6
guerrero negro,0,MX,1558846359,78,27.97,-114.04,17.36,3.19
mercedes,100,UY,1558846360,68,-33.25,-58.03,12.22,0.89
nedjo,82,ET,1558846361,80,9.5,35.5,19.96,1.1
methoni,0,GR,1558846361,77,36.82,21.7,18.89,3.4
mayumba,100,GA,1558846362,88,-3.44,10.65,26.16,3.84
abnub,0,EG,1558846363,28,27.27,31.15,27.96,7.25
nemuro,0,JP,1558846363,25,43.32,145.57,36.0,5.7
faya,75,SA,1558846364,82,18.39,42.45,17.0,2.31
soe,78,EE,1558846364,81,57.91,26.05,10.56,5.1
newport,90,GB,1558846365,100,51.59,-3.0,14.44,6.7
patnos,0,TR,1558846366,81,39.23,42.86,10.0,1.5
douglas,1,US,1558846366,14,31.34,-109.55,22.0,2.1
majene,91,ID,1558846125,72,-3.54,118.97,29.86,6.39
hirara,75,JP,1558846367,69,24.8,125.28,29.0,8.7
sawtell,1,AU,1558846368,41,-30.38,153.1,26.11,4.1
te anau,95,NZ,1558846368,94,-45.41,167.72,9.66,1.77
avera,1,US,1558846369,83,33.19,-82.53,28.33,1.21
atyrau,0,KZ,1558846369,41,47.1,51.92,26.0,6.0
de aar,89,ZA,1558846370,39,-30.65,24.01,14.36,1.51
yaring,20,TH,1558846371,70,6.87,101.37,32.0,3.1
liberty,1,US,1558846371,100,39.64,-84.93,23.0,2.1
kahului,20,US,1558846230,54,20.89,-156.47,28.0,8.2
adrar,0,DZ,1558846372,25,27.87,-0.29,25.0,6.7
aksarka,83,RU,1558846373,80,66.56,67.8,1.36,6.96
neosho,1,US,1558846374,68,43.31,-88.52,23.0,2.1
zhigansk,0,RU,1558846375,43,66.77,123.37,10.56,4.43
mitsamiouli,40,KM,1558846375,94,-11.38,43.28,24.0,0.5
odienne,98,CI,1558846376,93,9.51,-7.57,21.96,0.45
codrington,90,AU,1558846376,44,-28.95,153.24,26.0,5.1
zaysan,81,KZ,1558846377,29,47.47,84.87,21.46,2.36
doba,89,TD,1558846377,46,8.66,16.85,29.36,2.05
karpathos,20,GR,1558846378,82,35.51,27.21,19.0,2.1
arvika,67,SE,1558846378,100,59.65,12.59,10.56,4.1
nizhniy kuranakh,85,RU,1558846379,33,58.84,125.49,11.06,3.1
zhangye,100,CN,1558846380,12,38.94,100.46,13.06,5.12
ayan,0,TR,1558846380,67,40.67,33.6,11.66,2.18
baglung,0,NP,1558846378,19,28.27,83.59,21.36,3.79
kloulklubed,75,PW,1558846382,62,7.04,134.26,31.0,3.6
santa quiteria,0,ES,1558846382,74,37.67,-1.69,15.0,1.09
cotonou,100,BJ,1558846383,84,6.37,2.43,26.06,1.82
pierre,1,US,1558846384,66,44.37,-100.35,12.78,3.1
terekli-mekteb,18,RU,1558846384,50,44.16,45.87,22.96,6.81
menongue,0,AO,1558846385,61,-14.66,17.68,10.86,1.62
decatur,40,US,1558846385,94,35.51,-84.79,24.44,1.01
obo,95,CF,1558846386,81,5.39,26.49,24.46,1.39
zhicheng,22,CN,1558846387,26,35.04,112.59,35.56,2.82
nieuw amsterdam,40,SR,1558846387,94,5.88,-55.08,25.0,1.5
amnat charoen,100,TH,1558846388,50,15.86,104.63,33.76,2.07
sao miguel do araguaia,37,BR,1558846388,77,-13.28,-50.16,22.36,1.86
mucuri,7,BR,1558846389,93,-18.08,-39.55,22.46,1.46
leh,3,IN,1558846390,39,34.16,77.58,2.86,3.88
kamenka,100,RU,1558846390,32,53.19,44.05,16.11,6.44
miragoane,100,HT,1558846391,95,18.44,-73.09,24.44,1.08
almaty,90,KZ,1558846122,63,43.24,76.95,18.0,1.0
san lawrenz,0,MT,1558846392,72,36.06,14.2,19.0,8.2
acapulco,40,MX,1558846393,83,16.86,-99.88,28.0,2.1
lazaro cardenas,14,MX,1558846147,19,28.39,-105.62,23.96,8.66
casper,1,US,1558846152,87,42.87,-106.31,10.56,3.6
krasnogorsk,90,RU,1558846394,100,55.82,37.34,17.22,4.0
pa daet,20,TH,1558846395,66,19.5,99.99,30.0,2.1
yushu,100,CN,1558846395,69,44.84,126.53,16.26,4.82
victor harbor,75,AU,1558846322,87,-35.55,138.62,14.44,9.3
lindi,6,TZ,1558846396,66,-10.0,39.71,25.06,3.49
senno,74,RU,1558846397,71,57.76,27.95,11.0,4.0
nadterechnoye,0,RU,1558846397,60,43.62,45.34,21.0,3.0
videira,0,BR,1558846398,93,-27.01,-51.15,9.26,1.73
gat,75,SN,1558846398,88,14.69,-16.54,20.0,5.7
sungairaya,67,ID,1558846399,76,0.7,108.9,28.96,2.85
saysain,75,PH,1558846399,70,14.56,120.39,35.0,5.7
itarema,87,BR,1558846400,94,-2.92,-39.92,24.26,1.95
calama,0,CL,1558846401,30,-22.46,-68.93,6.0,8.2
fayaoue,0,NC,1558846401,76,-20.65,166.53,25.16,3.09
kodinar,0,IN,1558846402,35,20.79,70.7,36.36,5.44
vostok,45,RU,1558846402,35,46.45,135.83,28.86,4.08
berlevag,83,NO,1558846403,79,70.86,29.09,2.16,6.26
houston,1,US,1558846197,88,29.76,-95.37,26.11,2.1
coracora,83,PE,1558846404,35,-15.02,-73.78,5.76,2.21
kudahuvadhoo,95,MV,1558846405,74,2.67,72.89,29.86,6.01
saint anthony,90,US,1558846405,87,43.97,-111.68,9.0,3.1
puerto escondido,100,MX,1558846406,76,15.86,-97.07,27.26,1.65
hellvik,75,NO,1558846406,93,59.92,5.78,7.78,6.7
opuwo,0,NA,1558846407,36,-18.06,13.84,15.76,3.39
teya,20,MX,1558846408,65,21.05,-89.07,28.0,6.7
cervo,0,BR,1558846408,91,-22.19,-46.24,9.76,2.29
muros,20,ES,1558846409,93,42.77,-9.06,14.44,4.6
jishou,77,CN,1558846410,57,28.26,109.7,30.96,0.75
jackson,1,US,1558846365,88,35.61,-88.82,26.0,2.05
hualmay,99,PE,1558846411,96,-11.1,-77.61,16.46,8.36
salamanca,0,ES,1558846412,81,40.97,-5.66,10.56,1.5
