City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
isla mujeres,75,MX,1559059107,70,21.23,-86.73,29.0,4.6
hobyo,60,SO,1559059108,61,5.35,48.53,30.83,9.95
fukue,75,JP,1559059109,93,35.03,136.69,19.44,5.7
husavik,1,CA,1559059109,25,50.56,-96.99,18.89,3.58
perigueux,49,FR,1559059110,72,45.18,0.72,18.33,3.1
key largo,40,US,1559059110,61,25.09,-80.45,31.11,4.1
shagonar,0,RU,1559059111,36,51.54,92.92,10.63,1.77
pechora,100,RU,1559059111,85,65.12,57.16,7.03,5.39
tucuman,40,PE,1559059117,17,-17.17,-70.89,19.33,2.51
hovd,75,NO,1559059118,70,63.83,10.7,9.44,9.8
toora-khem,91,RU,1559059118,41,52.47,96.11,5.13,1.9
nawalapitiya,55,LK,1559059119,98,7.06,80.53,22.33,0.83
thinadhoo,100,MV,1559059088,79,0.53,72.93,29.03,7.01
sotouboua,36,TG,1559059119,29,8.56,0.98,39.03,1.78
profitis ilias,15,GR,1559059120,61,40.81,22.16,26.11,1.79
impfondo,96,CD,1559059120,43,1.62,18.06,32.83,1.33
manoel urbano,40,BR,1559059121,52,-8.84,-69.26,31.73,1.47
dunedin,100,NZ,1559059121,71,-45.87,170.5,11.11,6.26
zabol,0,IR,1559058998,19,31.03,61.49,33.0,7.2
yuncheng,0,CN,1559059122,58,35.03,111.0,14.83,0.22
fare,100,PF,1559059123,74,-16.7,-151.02,27.53,4.79
nanortalik,1,GL,1559059123,64,60.14,-45.24,5.63,4.22
bongor,89,TD,1559059124,22,10.28,15.37,38.93,1.02
macerata,75,IT,1559059124,93,43.3,13.45,18.89,2.1
vila do maio,20,CV,1559059125,51,15.13,-23.22,30.0,5.1
wagar,5,US,1559059125,61,31.44,-87.99,31.11,1.34
porto novo,0,BR,1559059126,56,-23.68,-45.44,23.0,1.5
shakawe,0,BW,1559059126,18,-18.36,21.84,26.33,2.15
nanga eboko,31,CM,1559059127,60,4.68,12.37,29.53,1.13
hinton,90,CA,1559059127,32,53.4,-117.57,17.93,1.13
umm lajj,15,SA,1559059128,73,25.02,37.27,29.73,3.04
arkhara,100,RU,1559059128,93,49.42,130.09,8.03,5.93
lakes entrance,35,AU,1559059129,72,-37.88,147.99,11.11,1.34
kirakira,72,SB,1559059129,83,-10.46,161.92,26.63,3.72
carnduff,0,CA,1559059130,32,49.17,-101.8,17.78,3.13
aklavik,75,CA,1559059130,81,68.22,-135.01,7.0,3.6
siswa bazar,0,IN,1559059131,30,27.12,83.76,34.83,2.85
camacha,40,PT,1559059131,64,33.08,-16.33,22.0,7.2
navolato,40,MX,1559059133,69,24.76,-107.7,28.89,2.6
turki,32,RU,1559059133,62,51.98,43.27,23.53,1.89
pangai,5,TO,1559059134,81,-19.8,-174.35,25.53,9.22
dukat,21,RS,1559059134,66,42.44,22.31,20.0,1.79
akdepe,20,TM,1559059135,39,42.05,59.39,28.0,2.1
yarada,40,IN,1559059135,79,17.65,83.27,31.0,3.1
gariaband,86,IN,1559059136,26,20.63,82.06,35.53,4.15
sawang daen din,100,TH,1559059137,70,17.48,103.46,28.33,3.01
biak,100,ID,1559059137,99,-0.91,122.88,19.03,1.14
alakurtti,100,RU,1559059138,80,66.96,30.34,7.22,3.13
broken hill,0,AU,1559059139,62,-31.97,141.45,11.0,7.2
maceio,75,BR,1559059139,74,-9.67,-35.74,28.0,4.6
iranshahr,20,IR,1559059099,8,27.21,60.69,40.0,3.1
san juan,75,PR,1559059016,74,18.47,-66.12,28.89,3.1
necochea,0,AR,1559059141,59,-38.55,-58.74,17.78,0.45
nagua,75,DO,1559059142,83,19.37,-69.85,27.0,2.83
tobermory,100,CA,1559059142,90,45.25,-81.67,10.56,0.89
tongliao,0,CN,1559059143,27,43.61,122.27,15.63,6.43
ketchikan,75,US,1559058955,93,55.34,-131.65,12.0,3.1
san ramon,40,NI,1559059144,69,12.92,-85.84,25.56,2.1
totness,1,US,1559059144,43,33.74,-80.8,35.56,1.5
belmopan,75,BZ,1559058968,62,17.25,-88.77,30.0,4.1
doka,31,SD,1559059145,30,13.52,35.76,36.13,2.9
magaria,92,NE,1559059146,20,13.0,8.91,39.13,3.76
dubbo,12,AU,1559059146,75,-32.25,148.6,6.0,3.1
bilma,25,NE,1559059146,8,18.69,12.92,41.63,3.73
omboue,13,GA,1559059147,85,-1.57,9.26,25.63,6.39
mizan teferi,99,ET,1559059147,97,6.99,35.58,20.43,0.78
baykalsk,0,RU,1559059148,39,51.52,104.15,1.67,4.02
tiarei,100,PF,1559059148,78,-17.53,-149.33,24.0,2.6
ujjain,0,IN,1559059149,20,23.17,75.79,37.0,5.1
nantucket,40,US,1559059149,58,41.28,-70.1,16.0,5.7
scottsbluff,90,US,1559059150,100,41.87,-103.67,10.0,6.7
palmer,75,AU,1559059151,82,-34.85,139.16,14.44,9.8
eenhana,0,NA,1559059151,12,-17.48,16.34,30.0,2.1
shetpe,1,KZ,1559059151,49,44.14,52.16,24.33,7.04
hargeysa,22,SO,1559059152,49,9.56,44.06,26.13,6.89
wonthaggi,100,AU,1559059152,81,-38.6,145.59,10.56,6.26
aberdeen,1,US,1559059153,71,45.47,-98.49,14.44,5.7
puerto carreno,40,CO,1559059073,79,6.19,-67.49,29.0,2.63
vila velha,20,BR,1559059154,55,-3.71,-38.6,31.0,8.7
honningsvag,75,NO,1559059154,70,70.98,25.97,6.0,4.6
kisaran,100,ID,1559059155,97,2.98,99.62,24.73,0.82
wuwei,67,CN,1559059155,45,37.93,102.64,13.93,1.52
harper,1,US,1559059156,65,30.3,-99.24,25.0,7.7
christchurch,100,NZ,1559059156,81,-43.53,172.64,12.22,5.1
praia,20,BR,1559059157,51,-20.25,-43.81,27.0,2.6
santa fe,10,AR,1559058888,63,-31.62,-60.7,20.56,0.89
san quintin,100,PH,1559059158,83,17.54,120.52,26.33,1.01
tanout,83,NE,1559059158,17,14.97,8.88,40.23,4.07
sidareja,61,ID,1559059159,98,-7.48,108.79,24.03,0.95
kem,96,UG,1559059159,66,2.68,33.77,25.53,1.1
atyrau,75,KZ,1559059160,64,47.1,51.92,23.0,4.0
port arthur,75,US,1559059160,79,29.9,-93.93,30.0,5.7
hasaki,75,JP,1559059161,88,35.73,140.83,20.0,7.2
banda aceh,87,ID,1559059116,70,5.56,95.32,29.53,2.55
san rafael,0,AR,1559059162,30,-34.61,-68.33,13.03,3.21
zyryanka,0,RU,1559059164,54,65.73,150.89,7.53,2.99
rovaniemi,75,FI,1559059165,50,66.5,25.72,14.0,5.1
port hardy,75,CA,1559059166,93,50.7,-127.42,9.0,1.5
nampula,20,MZ,1559059166,69,-15.12,39.26,25.0,2.6
provideniya,100,RU,1559059167,92,64.42,-173.23,1.33,1.03
zapolyarnyy,75,RU,1559059167,70,69.43,30.82,8.0,2.6
pimentel,65,BR,1559059168,72,-3.7,-45.5,29.03,1.91
vostok,4,RU,1559059168,82,46.45,135.83,6.23,2.77
vardo,1,US,1559059169,73,39.62,-77.74,28.33,3.6
santa rosa,3,AR,1559059171,52,-36.62,-64.29,15.43,3.88
kamaishi,100,JP,1559059171,98,39.28,141.86,13.43,1.09
adrar,0,DZ,1559059172,13,27.87,-0.29,37.0,2.6
inta,100,RU,1559059173,86,66.04,60.13,8.33,6.76
tanete,69,ID,1559059174,78,-3.94,119.78,27.33,7.41
westport,40,IE,1559059174,58,53.8,-9.52,13.0,3.6
mandera,99,ET,1559059175,45,3.94,41.86,31.23,6.17
merauke,97,ID,1559059175,81,-8.49,140.4,27.43,8.41
marquette,90,US,1559059176,93,46.54,-87.4,8.89,2.6
namatanai,93,PG,1559059176,86,-3.66,152.44,25.43,2.16
ixtapa,90,MX,1559059177,94,20.71,-105.21,25.0,2.1
nicolas romero,20,MX,1559059048,49,19.62,-99.3,21.0,1.62
unity,12,CA,1559059178,32,52.44,-109.15,22.78,3.13
ladario,0,PT,1559059178,42,40.7,-7.74,28.89,2.68
glendive,40,US,1559059095,47,47.11,-104.71,14.0,4.1
camamu,46,BR,1559059179,91,-13.94,-39.11,25.63,1.76
dabakala,100,CI,1559059180,44,8.36,-4.43,34.53,2.48
mujiayingzi,0,CN,1559059180,39,42.12,118.78,12.53,1.63
pedernales,100,EC,1559059180,78,0.07,-80.05,25.43,2.77
luwuk,100,ID,1559058960,99,-0.95,122.79,19.03,1.14
tokur,100,RU,1559059181,94,53.13,132.9,2.13,6.73
